Category,Message
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://gift-claim-center.net"
ham,"I'm on the way, will reach in 3 minutes."
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Can you share today's attendance code?
ham,Where are you now?
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
spam,"Claim your cashback of 10,000 rupees. Link: http://gift-claim-center.net"
ham,Did you submit the assignment?
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Claim your cashback of 10,000 rupees. Link: http://bit.ly/win-now"
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Earn 50,000 per day working from home. Register at http://secure-verify.net"
ham,I sent you the notes. Check WhatsApp.
spam,"Earn 10,000 per day working from home. Register at http://kyc-update-online.in"
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,Happy birthday! Have a great day 🎉
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Are you coming to college today?
ham,I'll call you in 3 minutes.
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,Call me when you're free.
ham,Did you submit the assignment?
ham,Send me the PPT for today's seminar.
ham,Are you coming to college today?
ham,Call me when you're free.
ham,Where are you now?
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Can you share today's attendance code?
ham,I'll call you in 5 minutes.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
spam,"Claim your cashback of 50,000 rupees. Link: http://gift-claim-center.net"
ham,"I'm on the way, will reach in 11 minutes."
spam,"Claim your cashback of 1,00,000 rupees. Link: http://kyc-update-online.in"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,I sent you the notes. Check WhatsApp.
ham,Can you share today's attendance code?
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Can you share today's attendance code?
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,Where are you now?
ham,Are you coming to college today?
ham,Where are you now?
ham,"Hey, I'll reach by 3 PM. Wait near library."
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,Can you share today's attendance code?
ham,I'll call you in 8 minutes.
spam,"Earn 10,000 per day working from home. Register at http://secure-verify.net"
ham,Meeting is at 5 in room lab.
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,"I'm on the way, will reach in 12 minutes."
ham,I sent you the notes. Check WhatsApp.
spam,"Your KYC has expired. Update immediately at 10,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Did you submit the assignment?
ham,Did you submit the assignment?
spam,"Claim your cashback of 1,00,000 rupees. Link: http://gift-claim-center.net"
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://bit.ly/win-now"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://secure-verify.net"
spam,"Earn 1,00,000 per day working from home. Register at http://kyc-update-online.in"
ham,Lunch at canteen at 8?
ham,Call me when you're free.
ham,I sent you the notes. Check WhatsApp.
ham,Don't forget our class at 8 tomorrow.
ham,Meeting is at 1 in room library.
ham,Are you coming to college today?
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Earn 10,000 per day working from home. Register at http://gift-claim-center.net"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://kyc-update-online.in"
ham,Meeting is at 7 in room B12.
ham,I sent you the notes. Check WhatsApp.
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Send me the PPT for today's seminar.
ham,"Bro, what time is the lab tomorrow?"
ham,Where are you now?
ham,Send me the PPT for today's seminar.
ham,Send me the PPT for today's seminar.
ham,Can you share today's attendance code?
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://kyc-update-online.in"
ham,Lunch at canteen at 2?
ham,"Hey, I'll reach by 7 PM. Wait near 201."
ham,Meeting is at 3 in room hostel.
spam,"Claim your cashback of 1,00,000 rupees. Link: http://click-free-prize.com"
spam,"Earn 10,000 per day working from home. Register at http://offer-today.xyz"
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Claim your cashback of 50,000 rupees. Link: http://kyc-update-online.in"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,Meeting is at 5 in room 101.
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Call me when you're free.
ham,Meeting is at 3 in room lab.
ham,"Hey, I'll reach by 3 PM. Wait near C3."
ham,Call me when you're free.
ham,Send me the PPT for today's seminar.
ham,I'll call you in 6 minutes.
ham,Where are you now?
ham,Are you coming to college today?
ham,Meeting is at 4 in room 201.
ham,Did you submit the assignment?
ham,Did you submit the assignment?
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Lunch at canteen at 1?
ham,"I'm on the way, will reach in 8 minutes."
spam,"Claim your cashback of 50,000 rupees. Link: http://bit.ly/win-now"
ham,"Hey, I'll reach by 2 PM. Wait near college gate."
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://kyc-update-online.in"
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,Send me the PPT for today's seminar.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://kyc-update-online.in"
ham,Where are you now?
ham,Send me the PPT for today's seminar.
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,"Hey, I'll reach by 6 PM. Wait near hostel."
ham,Can you share today's attendance code?
ham,Where are you now?
ham,I'll call you in 8 minutes.
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Where are you now?
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Are you coming to college today?
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
ham,"I'm on the way, will reach in 4 minutes."
spam,"Win a brand new smartphone! Register here: 10,000"
spam,"Win a brand new smartphone! Register here: 50,000"
ham,Where are you now?
ham,"Bro, what time is the lab tomorrow?"
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Happy birthday! Have a great day 🎉
ham,Can you share today's attendance code?
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Your KYC has expired. Update immediately at 50,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Can you share today's attendance code?
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,Are you coming to college today?
ham,Are you coming to college today?
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Meeting is at 12 in room college gate.
spam,"Claim your cashback of 50,000 rupees. Link: http://click-free-prize.com"
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,Lunch at canteen at 1?
ham,"Bro, what time is the lab tomorrow?"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Earn 10,000 per day working from home. Register at http://secure-verify.net"
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Meeting is at 12 in room 201.
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://secure-verify.net"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://secure-verify.net"
ham,"Bro, what time is the lab tomorrow?"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
ham,Send me the PPT for today's seminar.
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,Lunch at canteen at 9?
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Earn 1,00,000 per day working from home. Register at http://gift-claim-center.net"
ham,Send me the PPT for today's seminar.
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://offer-today.xyz"
ham,"Hey, I'll reach by 9 PM. Wait near C3."
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,"Hey, I'll reach by 7 PM. Wait near college gate."
ham,Did you submit the assignment?
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Claim your cashback of 50,000 rupees. Link: http://secure-verify.net"
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,Meeting is at 7 in room hostel.
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,Where are you now?
ham,Send me the PPT for today's seminar.
spam,"Congratulations! You have won 50,000 rupees. Click here: http://secure-verify.net"
ham,Lunch at canteen at 10?
ham,"Hey, I'll reach by 11 PM. Wait near B12."
spam,"Congratulations! You have won 50,000 rupees. Click here: http://offer-today.xyz"
ham,"Hey, I'll reach by 11 PM. Wait near lab."
ham,Don't forget our class at 2 tomorrow.
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
spam,"Your KYC has expired. Update immediately at 5,000"
ham,Lunch at canteen at 11?
ham,Lunch at canteen at 3?
ham,"Hey, I'll reach by 4 PM. Wait near 305."
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,I'll call you in 7 minutes.
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://click-free-prize.com"
ham,I sent you the notes. Check WhatsApp.
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Claim your cashback of 10,000 rupees. Link: http://kyc-update-online.in"
ham,I sent you the notes. Check WhatsApp.
spam,"Earn 50,000 per day working from home. Register at http://secure-verify.net"
spam,"Earn 10,000 per day working from home. Register at http://click-free-prize.com"
ham,Call me when you're free.
ham,"I'm on the way, will reach in 7 minutes."
ham,Where are you now?
ham,"I'm on the way, will reach in 10 minutes."
spam,"Claim your cashback of 10,000 rupees. Link: http://offer-today.xyz"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://click-free-prize.com"
ham,Call me when you're free.
ham,"Hey, I'll reach by 5 PM. Wait near canteen."
ham,"I'm on the way, will reach in 8 minutes."
ham,"Hey, I'll reach by 2 PM. Wait near library."
spam,"Congratulations! You have won 10,000 rupees. Click here: http://gift-claim-center.net"
ham,Meeting is at 3 in room B12.
ham,Call me when you're free.
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,I'll call you in 7 minutes.
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
ham,Did you submit the assignment?
ham,Send me the PPT for today's seminar.
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
ham,I'll call you in 4 minutes.
ham,Meeting is at 8 in room college gate.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://click-free-prize.com"
ham,Are you coming to college today?
ham,Happy birthday! Have a great day 🎉
ham,"Hey, I'll reach by 12 PM. Wait near B12."
ham,Where are you now?
ham,Send me the PPT for today's seminar.
ham,Are you coming to college today?
ham,Send me the PPT for today's seminar.
ham,Are you coming to college today?
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://kyc-update-online.in"
ham,Are you coming to college today?
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
ham,I sent you the notes. Check WhatsApp.
ham,I sent you the notes. Check WhatsApp.
ham,Happy birthday! Have a great day 🎉
spam,"Congratulations! You have won 10,000 rupees. Click here: http://kyc-update-online.in"
ham,"Hey, I'll reach by 5 PM. Wait near B12."
spam,"Claim your cashback of 50,000 rupees. Link: http://gift-claim-center.net"
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Lunch at canteen at 11?
ham,Can you share today's attendance code?
ham,Where are you now?
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Where are you now?
ham,"Hey, I'll reach by 1 PM. Wait near 101."
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Don't forget our class at 2 tomorrow.
ham,Can you share today's attendance code?
spam,"Congratulations! You have won 10,000 rupees. Click here: http://gift-claim-center.net"
ham,Did you submit the assignment?
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://offer-today.xyz"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Your electricity bill is pending. Pay now: 5,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://click-free-prize.com"
